Title,Enlace,Emails,Web
"Talento Grupo Gema Restaurantes","https://www.facebook.com/100086760300382/","Gerentetalento@mcred.com.mx","alabamamamma"
"BOLSA De Empleo, Cuautitlan, Cuautitlan Izcalli, Tultitlan y Alrededores","https://www.facebook.com/61557976851599/","false","false"
"Grupo Vicab","https://www.facebook.com/100090312041700/","grupovicab@gmail.com","false"
"Grupo Cinbersol Reclutamiento","https://www.facebook.com/GrupoCinbersolReclutamiento/","false","grupocinbersol.com"
"CABA Soluciones","https://www.facebook.com/CabaSoluciones06/","gabycava2105@gmail.com","false"
"Evolucione Occidente","https://www.facebook.com/evolucioneoccidente/","viridianam@evolucione.net","evolucione.mx"
"CTPS Precision STEEL","https://www.facebook.com/100093532795504/","false","false"
"Folklor","https://www.facebook.com/folklor.desayunos/","false","folklorcuu"
"MaD Empleos","https://www.facebook.com/abcreclutamiento1/","false","false"
"Reclutamiento LIDIA AVILA RH","https://www.facebook.com/100054293481033/","violetaleelove@gmail.com","false"
"Angelo.SantacruzVidente ","https://www.facebook.com/61556024157286/","false","Angelo Vidente"
"Reclutamiento Nuevo León ","https://www.facebook.com/61562643706278/","rubicastillo981226@gmail.com","false"
"Candy Mart Dulceria","https://www.facebook.com/CandyMartDulceria/","false","candymart.com.mx"
"Universitario Conversa","https://www.facebook.com/UniversitarioConversaTecamac/","editorial@conversa.com.mx","+52 55 8968 4316"
"Bolsa de trabajo Aguascalientes","https://www.facebook.com/BolsadeTrabajoAgs/","false","false"
"Vive Antyr","https://www.facebook.com/ViveAntyr/","reclutamiento@grupoantyr.com.mx","vive_antyr"
